1
0 430 398.729 440 398.729 505
1 1324.27 559.767 1329.27 559.767 0
1 4199.27 560.917 4194.27 560.917 0
1 3999.27 560.917 3994.27 560.917 0
3 6610 479.542 6605 479.542 101
3 6410 479.542 6405 479.542 101
3 6210 479.542 6205 479.542 101
3 7260 479.542 7255 479.542 101
6 1000 600 1000 600 0
6 -1400 400 -1400 400 0
6 1600 600 1600 600 0
6 2200 600 2200 600 0
6 2800 400 2800 400 0
6 3000 600 3000 600 0
6 4500 600 4500 600 0
6 5000 600 5000 600 0
6 5200 550 5200 550 0
6 5400 500 5400 500 0
6 5600 450 5600 450 0
6 6900 450 6900 450 0
6 7630 400 7630 400 0
6 7750 500 7750 500 0
6 8500 650 8500 650 0
6 8650 600 8650 600 0
6 8800 550 8800 550 0
6 8950 500 8950 500 0
6 9100 450 9100 450 0
6 9250 400 9250 400 0
6 9400 350 9400 350 0
6 9550 300 9550 300 0
6 9400 650 9400 650 0
6 9550 600 9550 600 0
9 9870 620 9870 620 0
9 9950 620 9950 620 0
9 -1000 620 -1000 620 0
9 1900 620 1900 620 0
9 2020 620 2020 620 0
8 10500 0 10500 0 0
5 -2000 700 -2000 700 0
5 -1000 700 -1000 700 0
5 0 700 0 700 0
5 1000 700 1000 700 0
5 2000 700 2000 700 0
5 3000 700 3000 700 0
5 4000 700 4000 700 0
5 5000 700 5000 700 0
5 6000 700 6000 700 0
5 7000 700 7000 700 0
5 8000 700 8000 700 0
5 9000 700 9000 700 0
5 10000 700 10000 700 0
0 230 400.496 230 400.496 0
